run_id,master_seed,sequence,stage,event,farmer_id,plot_id,crop_before,crop_after,participation_response,commitment_state,lock_level,allocation_status,reason,planned_cash,current_cash,consent_exists,requires_renewed_consent,consent_basis,counterfactual,source_phase
p6_dev,20260812,18,stage1_static_plan,planned_offer,F0020,F0020-P01,,sorghum,,,,PLANNED,,26958.0,26958.0,False,,,False,B3
p6_dev,20260812,19,stage1_static_plan,planned_offer,F0020,F0020-P02,,sorghum,,,,PLANNED,,8504.0,8504.0,False,,,False,B3
p6_dev,20260812,20,stage1_static_plan,planned_offer,F0025,F0025-P01,,maize,,,,PLANNED,,1042.0,1042.0,False,,,False,B3
p6_dev,20260812,21,stage1_static_plan,planned_offer,F0027,F0027-P01,,maize,,,,PLANNED,,80577.0,80577.0,False,,,False,B3
p6_dev,20260812,22,stage1_static_plan,planned_offer,F0027,F0027-P03,,maize,,,,PLANNED,,25704.0,25704.0,False,,,False,B3
p6_dev,20260812,23,stage1_static_plan,planned_offer,F0030,F0030-P01,,maize,,,,PLANNED,,18019.0,18019.0,False,,,False,B3
p6_dev,20260812,24,stage1_static_plan,planned_offer,F0030,F0030-P02,,maize,,,,PLANNED,,8764.0,8764.0,False,,,False,B3
p6_dev,20260812,25,stage1_static_plan,planned_offer,F0031,F0031-P01,,sorghum,,,,PLANNED,,5124.0,5124.0,False,,,False,B3
p6_dev,20260812,26,stage1_static_plan,planned_offer,F0031,F0031-P02,,maize,,,,PLANNED,,9754.0,9754.0,False,,,False,B3
p6_dev,20260812,27,stage1_static_plan,planned_offer,F0031,F0031-P03,,maize,,,,PLANNED,,15822.0,15822.0,False,,,False,B3
p6_dev,20260812,28,stage1_static_plan,planned_offer,F0033,F0033-P01,,maize,,,,PLANNED,,7391.0,7391.0,False,,,False,B3
p6_dev,20260812,29,stage1_static_plan,planned_offer,F0035,F0035-P01,,rice,,,,PLANNED,,2824.0,2824.0,False,,,False,B3
p6_dev,20260812,30,stage1_static_plan,planned_offer,F0035,F0035-P02,,rice,,,,PLANNED,,1670.0,1670.0,False,,,False,B3
p6_dev,20260812,31,stage1_static_plan,planned_offer,F0037,F0037-P01,,rice,,,,PLANNED,,2468.0,2468.0,False,,,False,B3
p6_dev,20260812,32,stage1_static_plan,planned_offer,F0038,F0038-P01,,pigeon_pea,,,,PLANNED,,29573.0,29573.0,False,,,False,B3
p6_dev,20260812,33,stage1_static_plan,planned_offer,F0038,F0038-P02,,onion,,,,PLANNED,,407791.0,407791.0,False,,,False,B3
p6_dev,20260812,34,stage1_static_plan,planned_offer,F0039,F0039-P01,,maize,,,,PLANNED,,16416.0,16416.0,False,,,False,B3
p6_dev,20260812,35,stage1_static_plan,planned_offer,F0040,F0040-P03,,soybean,,,,PLANNED,,11244.0,11244.0,False,,,False,B3
p6_dev,20260812,36,stage1_static_plan,planned_offer,F0041,F0041-P01,,groundnut,,,,PLANNED,,2645.0,2645.0,False,,,False,B3
p6_dev,20260812,37,stage1_static_plan,planned_offer,F0042,F0042-P01,,maize,,,,PLANNED,,10301.0,10301.0,False,,,False,B3
p6_dev,20260812,38,stage1_static_plan,planned_offer,F0043,F0043-P01,,onion,,,,PLANNED,,20084.0,20084.0,False,,,False,B3
p6_dev,20260812,39,stage1_static_plan,planned_offer,F0045,F0045-P01,,soybean,,,,PLANNED,,1869.0,1869.0,False,,,False,B3
p6_dev,20260812,40,stage1_static_plan,planned_offer,F0047,F0047-P02,,maize,,,,PLANNED,,7031.0,7031.0,False,,,False,B3
p6_dev,20260812,41,stage1_static_plan,planned_offer,F0048,F0048-P01,,rice,,,,PLANNED,,309.0,309.0,False,,,False,B3
p6_dev,20260812,42,stage1_static_plan,planned_offer,F0049,F0049-P01,,soybean,,,,PLANNED,,5671.0,5671.0,False,,,False,B3
p6_dev,20260812,43,stage1_static_plan,planned_offer,F0050,F0050-P01,,maize,,,,PLANNED,,15785.0,15785.0,False,,,False,B3
p6_dev,20260812,44,stage1_static_plan,planned_offer,F0050,F0050-P02,,maize,,,,PLANNED,,968.0,968.0,False,,,False,B3
p6_dev,20260812,45,stage1_static_plan,planned_offer,F0050,F0050-P03,,onion,,,,PLANNED,,22460.0,22460.0,False,,,False,B3
p6_dev,20260812,46,stage1_static_plan,planned_offer,F0051,F0051-P01,,sorghum,,,,PLANNED,,10610.0,10610.0,False,,,False,B3
p6_dev,20260812,47,stage1_static_plan,planned_offer,F0055,F0055-P01,,sorghum,,,,PLANNED,,6476.0,6476.0,False,,,False,B3
p6_dev,20260812,48,stage1_static_plan,planned_offer,F0056,F0056-P02,,rice,,,,PLANNED,,584.0,584.0,False,,,False,B3
p6_dev,20260812,49,stage1_static_plan,planned_offer,F0062,F0062-P01,,sorghum,,,,PLANNED,,9400.0,9400.0,False,,,False,B3
p6_dev,20260812,50,stage1_static_plan,planned_offer,F0064,F0064-P01,,rice,,,,PLANNED,,7043.0,7043.0,False,,,False,B3
p6_dev,20260812,51,stage1_static_plan,planned_offer,F0064,F0064-P02,,rice,,,,PLANNED,,13435.0,13435.0,False,,,False,B3
p6_dev,20260812,52,stage1_static_plan,planned_offer,F0066,F0066-P01,,rice,,,,PLANNED,,3012.0,3012.0,False,,,False,B3
p6_dev,20260812,53,stage1_static_plan,planned_offer,F0068,F0068-P01,,onion,,,,PLANNED,,96333.0,96333.0,False,,,False,B3
p6_dev,20260812,54,stage1_static_plan,planned_offer,F0068,F0068-P02,,sorghum,,,,PLANNED,,11349.0,11349.0,False,,,False,B3
p6_dev,20260812,55,stage1_static_plan,planned_offer,F0068,F0068-P03,,onion,,,,PLANNED,,16229.0,16229.0,False,,,False,B3
p6_dev,20260812,56,stage1_static_plan,planned_offer,F0070,F0070-P01,,maize,,,,PLANNED,,15971.0,15971.0,False,,,False,B3
p6_dev,20260812,57,stage1_static_plan,planned_offer,F0071,F0071-P01,,maize,,,,PLANNED,,53435.0,53435.0,False,,,False,B3
p6_dev,20260812,58,stage1_static_plan,planned_offer,F0072,F0072-P02,,maize,,,,PLANNED,,3928.0,3928.0,False,,,False,B3
p6_dev,20260812,59,stage1_static_plan,planned_offer,F0074,F0074-P01,,rice,,,,PLANNED,,624.0,624.0,False,,,False,B3
p6_dev,20260812,60,stage1_static_plan,planned_offer,F0074,F0074-P02,,rice,,,,PLANNED,,12475.0,12475.0,False,,,False,B3
p6_dev,20260812,61,stage1_static_plan,planned_offer,F0077,F0077-P01,,maize,,,,PLANNED,,3859.0,3859.0,False,,,False,B3
p6_dev,20260812,62,stage1_static_plan,planned_offer,F0078,F0078-P01,,maize,,,,PLANNED,,22877.0,22877.0,False,,,False,B3
p6_dev,20260812,63,stage1_static_plan,planned_offer,F0078,F0078-P02,,maize,,,,PLANNED,,16827.0,16827.0,False,,,False,B3
p6_dev,20260812,64,stage1_static_plan,planned_offer,F0078,F0078-P03,,maize,,,,PLANNED,,66638.0,66638.0,False,,,False,B3
p6_dev,20260812,65,stage1_static_plan,planned_offer,F0079,F0079-P02,,onion,,,,PLANNED,,58812.0,58812.0,False,,,False,B3
p6_dev,20260812,66,stage1_static_plan,planned_offer,F0080,F0080-P01,,onion,,,,PLANNED,,12170.0,12170.0,False,,,False,B3
p6_dev,20260812,67,stage1_static_plan,planned_offer,F0080,F0080-P02,,soybean,,,,PLANNED,,10436.0,10436.0,False,,,False,B3
p6_dev,20260812,68,stage1_static_plan,planned_offer,F0082,F0082-P01,,pigeon_pea,,,,PLANNED,,7687.0,7687.0,False,,,False,B3
p6_dev,20260812,69,stage1_static_plan,planned_offer,F0082,F0082-P02,,maize,,,,PLANNED,,4560.0,4560.0,False,,,False,B3
p6_dev,20260812,70,stage1_static_plan,planned_offer,F0083,F0083-P01,,rice,,,,PLANNED,,4749.0,4749.0,False,,,False,B3
p6_dev,20260812,71,stage1_static_plan,planned_offer,F0084,F0084-P01,,maize,,,,PLANNED,,56476.0,56476.0,False,,,False,B3
p6_dev,20260812,72,stage1_static_plan,planned_offer,F0084,F0084-P02,,maize,,,,PLANNED,,88033.0,88033.0,False,,,False,B3
p6_dev,20260812,73,stage1_static_plan,planned_offer,F0085,F0085-P01,,groundnut,,,,PLANNED,,74239.0,74239.0,False,,,False,B3
p6_dev,20260812,74,stage1_static_plan,planned_offer,F0086,F0086-P02,,maize,,,,PLANNED,,6737.0,6737.0,False,,,False,B3
p6_dev,20260812,75,stage1_static_plan,planned_offer,F0089,F0089-P01,,maize,,,,PLANNED,,10595.0,10595.0,False,,,False,B3
p6_dev,20260812,76,stage1_static_plan,planned_offer,F0090,F0090-P01,,rice,,,,PLANNED,,1134.0,1134.0,False,,,False,B3
p6_dev,20260812,77,stage1_static_plan,planned_offer,F0090,F0090-P02,,rice,,,,PLANNED,,22328.0,22328.0,False,,,False,B3
p6_dev,20260812,78,stage1_static_plan,planned_offer,F0091,F0091-P01,,soybean,,,,PLANNED,,3404.0,3404.0,False,,,False,B3
p6_dev,20260812,79,stage1_static_plan,planned_offer,F0092,F0092-P02,,rice,,,,PLANNED,,13408.0,13408.0,False,,,False,B3
p6_dev,20260812,80,stage1_static_plan,planned_offer,F0093,F0093-P01,,maize,,,,PLANNED,,21191.0,21191.0,False,,,False,B3
p6_dev,20260812,81,stage1_static_plan,planned_offer,F0094,F0094-P01,,rice,,,,PLANNED,,7546.0,7546.0,False,,,False,B3
p6_dev,20260812,82,stage1_static_plan,planned_offer,F0097,F0097-P02,,soybean,,,,PLANNED,,29267.0,29267.0,False,,,False,B3
p6_dev,20260812,83,stage1_static_plan,planned_offer,F0102,F0102-P01,,rice,,,,PLANNED,,423.0,423.0,False,,,False,B3
p6_dev,20260812,84,stage1_static_plan,planned_offer,F0103,F0103-P01,,maize,,,,PLANNED,,17032.0,17032.0,False,,,False,B3
p6_dev,20260812,85,stage1_static_plan,planned_offer,F0105,F0105-P04,,soybean,,,,PLANNED,,14354.0,14354.0,False,,,False,B3
p6_dev,20260812,86,stage1_static_plan,planned_offer,F0106,F0106-P01,,onion,,,,PLANNED,,76079.0,76079.0,False,,,False,B3
p6_dev,20260812,87,stage1_static_plan,planned_offer,F0107,F0107-P02,,maize,,,,PLANNED,,21518.0,21518.0,False,,,False,B3
p6_dev,20260812,88,stage1_static_plan,planned_offer,F0108,F0108-P01,,rice,,,,PLANNED,,5098.0,5098.0,False,,,False,B3
p6_dev,20260812,89,stage1_static_plan,planned_offer,F0108,F0108-P03,,rice,,,,PLANNED,,10423.0,10423.0,False,,,False,B3
p6_dev,20260812,90,stage1_static_plan,planned_offer,F0109,F0109-P02,,maize,,,,PLANNED,,20471.0,20471.0,False,,,False,B3
p6_dev,20260812,91,stage1_static_plan,planned_offer,F0110,F0110-P01,,sorghum,,,,PLANNED,,21425.0,21425.0,False,,,False,B3
p6_dev,20260812,92,stage1_static_plan,planned_offer,F0110,F0110-P02,,sorghum,,,,PLANNED,,3160.0,3160.0,False,,,False,B3
p6_dev,20260812,93,stage1_static_plan,planned_offer,F0110,F0110-P03,,sorghum,,,,PLANNED,,2908.0,2908.0,False,,,False,B3
p6_dev,20260812,94,stage1_static_plan,planned_offer,F0111,F0111-P02,,maize,,,,PLANNED,,21452.0,21452.0,False,,,False,B3
p6_dev,20260812,95,stage1_static_plan,planned_offer,F0114,F0114-P01,,maize,,,,PLANNED,,19098.0,19098.0,False,,,False,B3
p6_dev,20260812,96,stage1_static_plan,planned_offer,F0115,F0115-P02,,maize,,,,PLANNED,,32865.0,32865.0,False,,,False,B3
p6_dev,20260812,97,stage1_static_plan,planned_offer,F0115,F0115-P03,,maize,,,,PLANNED,,56836.0,56836.0,False,,,False,B3
p6_dev,20260812,98,stage1_static_plan,planned_offer,F0116,F0116-P02,,rice,,,,PLANNED,,4708.0,4708.0,False,,,False,B3
p6_dev,20260812,99,stage1_static_plan,planned_offer,F0117,F0117-P02,,rice,,,,PLANNED,,10463.0,10463.0,False,,,False,B3
p6_dev,20260812,100,stage1_static_plan,planned_offer,F0119,F0119-P01,,soybean,,,,PLANNED,,1719.0,1719.0,False,,,False,B3
p6_dev,20260812,101,stage1_static_plan,planned_offer,F0120,F0120-P01,,rice,,,,PLANNED,,1603.0,1603.0,False,,,False,B3
p6_dev,20260812,102,stage1_static_plan,planned_offer,F0121,F0121-P01,,soybean,,,,PLANNED,,5302.0,5302.0,False,,,False,B3
p6_dev,20260812,103,stage1_static_plan,planned_offer,F0122,F0122-P01,,maize,,,,PLANNED,,9058.0,9058.0,False,,,False,B3
p6_dev,20260812,104,stage1_static_plan,planned_offer,F0123,F0123-P01,,sorghum,,,,PLANNED,,15515.0,15515.0,False,,,False,B3
p6_dev,20260812,105,stage1_static_plan,planned_offer,F0126,F0126-P01,,maize,,,,PLANNED,,35367.0,35367.0,False,,,False,B3
p6_dev,20260812,106,stage1_static_plan,planned_offer,F0126,F0126-P02,,maize,,,,PLANNED,,103289.0,103289.0,False,,,False,B3
p6_dev,20260812,107,stage1_static_plan,planned_offer,F0127,F0127-P01,,sorghum,,,,PLANNED,,5737.0,5737.0,False,,,False,B3
p6_dev,20260812,108,stage1_static_plan,planned_offer,F0128,F0128-P01,,rice,,,,PLANNED,,1764.0,1764.0,False,,,False,B3
p6_dev,20260812,109,stage1_static_plan,planned_offer,F0128,F0128-P02,,rice,,,,PLANNED,,16540.0,16540.0,False,,,False,B3
p6_dev,20260812,110,stage1_static_plan,planned_offer,F0128,F0128-P03,,rice,,,,PLANNED,,1871.0,1871.0,False,,,False,B3
p6_dev,20260812,111,stage1_static_plan,planned_offer,F0129,F0129-P01,,onion,,,,PLANNED,,55826.0,55826.0,False,,,False,B3
p6_dev,20260812,112,stage1_static_plan,planned_offer,F0129,F0129-P02,,pigeon_pea,,,,PLANNED,,52243.0,52243.0,False,,,False,B3
p6_dev,20260812,113,stage1_static_plan,planned_offer,F0130,F0130-P01,,maize,,,,PLANNED,,7358.0,7358.0,False,,,False,B3
p6_dev,20260812,114,stage1_static_plan,planned_offer,F0131,F0131-P01,,rice,,,,PLANNED,,268.0,268.0,False,,,False,B3
p6_dev,20260812,115,stage1_static_plan,planned_offer,F0131,F0131-P02,,rice,,,,PLANNED,,5178.0,5178.0,False,,,False,B3
p6_dev,20260812,116,stage1_static_plan,planned_offer,F0133,F0133-P01,,onion,,,,PLANNED,,23444.0,23444.0,False,,,False,B3
p6_dev,20260812,117,stage1_static_plan,planned_offer,F0134,F0134-P01,,rice,,,,PLANNED,,6191.0,6191.0,False,,,False,B3
p6_dev,20260812,118,stage1_static_plan,planned_offer,F0135,F0135-P01,,groundnut,,,,PLANNED,,25772.0,25772.0,False,,,False,B3
p6_dev,20260812,119,stage1_static_plan,planned_offer,F0136,F0136-P02,,maize,,,,PLANNED,,1799.0,1799.0,False,,,False,B3
p6_dev,20260812,120,stage1_static_plan,planned_offer,F0138,F0138-P02,,rice,,,,PLANNED,,4863.0,4863.0,False,,,False,B3
p6_dev,20260812,121,stage1_static_plan,planned_offer,F0138,F0138-P03,,groundnut,,,,PLANNED,,645030.0,645030.0,False,,,False,B3
p6_dev,20260812,122,stage1_static_plan,planned_offer,F0139,F0139-P02,,maize,,,,PLANNED,,8895.0,8895.0,False,,,False,B3
p6_dev,20260812,123,stage1_static_plan,planned_offer,F0141,F0141-P02,,sorghum,,,,PLANNED,,1933.0,1933.0,False,,,False,B3
p6_dev,20260812,124,stage1_static_plan,planned_offer,F0142,F0142-P01,,maize,,,,PLANNED,,16566.0,16566.0,False,,,False,B3
p6_dev,20260812,125,stage1_static_plan,planned_offer,F0145,F0145-P01,,sorghum,,,,PLANNED,,1383.0,1383.0,False,,,False,B3
p6_dev,20260812,126,stage1_static_plan,planned_offer,F0145,F0145-P02,,sorghum,,,,PLANNED,,13125.0,13125.0,False,,,False,B3
p6_dev,20260812,127,stage1_static_plan,planned_offer,F0146,F0146-P01,,maize,,,,PLANNED,,1537.0,1537.0,False,,,False,B3
p6_dev,20260812,128,stage1_static_plan,planned_offer,F0147,F0147-P02,,onion,,,,PLANNED,,31029.0,31029.0,False,,,False,B3
p6_dev,20260812,129,stage1_static_plan,planned_offer,F0148,F0148-P01,,groundnut,,,,PLANNED,,324530.0,324530.0,False,,,False,B3
p6_dev,20260812,130,stage1_static_plan,planned_offer,F0149,F0149-P01,,maize,,,,PLANNED,,30282.0,30282.0,False,,,False,B3
p6_dev,20260812,131,stage1_static_plan,planned_offer,F0150,F0150-P02,,maize,,,,PLANNED,,8172.0,8172.0,False,,,False,B3
p6_dev,20260812,132,stage1_static_plan,planned_offer,F0150,F0150-P03,,onion,,,,PLANNED,,95813.0,95813.0,False,,,False,B3
p6_dev,20260812,133,stage1_static_plan,planned_offer,F0152,F0152-P03,,soybean,,,,PLANNED,,13615.0,13615.0,False,,,False,B3
p6_dev,20260812,134,stage1_static_plan,planned_offer,F0153,F0153-P03,,groundnut,,,,PLANNED,,59179.0,59179.0,False,,,False,B3
p6_dev,20260812,135,stage1_static_plan,planned_offer,F0154,F0154-P01,,maize,,,,PLANNED,,74070.0,74070.0,False,,,False,B3
p6_dev,20260812,136,stage1_static_plan,planned_offer,F0156,F0156-P01,,maize,,,,PLANNED,,9102.0,9102.0,False,,,False,B3
p6_dev,20260812,137,stage1_static_plan,planned_offer,F0156,F0156-P02,,onion,,,,PLANNED,,167219.0,167219.0,False,,,False,B3
p6_dev,20260812,138,stage1_static_plan,planned_offer,F0156,F0156-P03,,maize,,,,PLANNED,,31085.0,31085.0,False,,,False,B3
p6_dev,20260812,139,stage1_static_plan,planned_offer,F0158,F0158-P02,,rice,,,,PLANNED,,23388.0,23388.0,False,,,False,B3
p6_dev,20260812,140,stage1_static_plan,planned_offer,F0159,F0159-P01,,rice,,,,PLANNED,,11966.0,11966.0,False,,,False,B3
p6_dev,20260812,141,stage1_static_plan,planned_offer,F0160,F0160-P03,,groundnut,,,,PLANNED,,57376.0,57376.0,False,,,False,B3
p6_dev,20260812,142,stage1_static_plan,planned_offer,F0162,F0162-P01,,rice,,,,PLANNED,,9001.0,9001.0,False,,,False,B3
p6_dev,20260812,143,stage1_static_plan,planned_offer,F0163,F0163-P01,,rice,,,,PLANNED,,1610.0,1610.0,False,,,False,B3
p6_dev,20260812,144,stage1_static_plan,planned_offer,F0166,F0166-P01,,rice,,,,PLANNED,,2602.0,2602.0,False,,,False,B3
p6_dev,20260812,145,stage1_static_plan,planned_offer,F0167,F0167-P01,,rice,,,,PLANNED,,5218.0,5218.0,False,,,False,B3
p6_dev,20260812,146,stage1_static_plan,planned_offer,F0169,F0169-P02,,onion,,,,PLANNED,,1867.0,1867.0,False,,,False,B3
p6_dev,20260812,147,stage1_static_plan,planned_offer,F0175,F0175-P01,,sorghum,,,,PLANNED,,30574.0,30574.0,False,,,False,B3
p6_dev,20260812,148,stage1_static_plan,planned_offer,F0177,F0177-P01,,pigeon_pea,,,,PLANNED,,76560.0,76560.0,False,,,False,B3
p6_dev,20260812,149,stage1_static_plan,planned_offer,F0178,F0178-P01,,pigeon_pea,,,,PLANNED,,76207.0,76207.0,False,,,False,B3
p6_dev,20260812,150,stage1_static_plan,planned_offer,F0178,F0178-P02,,onion,,,,PLANNED,,45829.0,45829.0,False,,,False,B3
p6_dev,20260812,151,stage1_static_plan,planned_offer,F0179,F0179-P01,,onion,,,,PLANNED,,78286.0,78286.0,False,,,False,B3
p6_dev,20260812,152,stage1_static_plan,planned_offer,F0179,F0179-P02,,pigeon_pea,,,,PLANNED,,18277.0,18277.0,False,,,False,B3
p6_dev,20260812,153,stage1_static_plan,planned_offer,F0180,F0180-P01,,groundnut,,,,PLANNED,,5667.0,5667.0,False,,,False,B3
p6_dev,20260812,154,stage1_static_plan,planned_offer,F0181,F0181-P02,,onion,,,,PLANNED,,204999.0,204999.0,False,,,False,B3
p6_dev,20260812,155,stage1_static_plan,planned_offer,F0183,F0183-P01,,maize,,,,PLANNED,,18279.0,18279.0,False,,,False,B3
p6_dev,20260812,156,stage1_static_plan,planned_offer,F0188,F0188-P01,,maize,,,,PLANNED,,6087.0,6087.0,False,,,False,B3
p6_dev,20260812,157,stage1_static_plan,planned_offer,F0188,F0188-P02,,pigeon_pea,,,,PLANNED,,147825.0,147825.0,False,,,False,B3
p6_dev,20260812,158,stage1_static_plan,planned_offer,F0188,F0188-P03,,onion,,,,PLANNED,,32068.0,32068.0,False,,,False,B3
p6_dev,20260812,159,stage1_static_plan,planned_offer,F0188,F0188-P04,,maize,,,,PLANNED,,15003.0,15003.0,False,,,False,B3
p6_dev,20260812,160,stage1_static_plan,planned_offer,F0189,F0189-P01,,onion,,,,PLANNED,,69069.0,69069.0,False,,,False,B3
p6_dev,20260812,161,stage1_static_plan,planned_offer,F0190,F0190-P01,,maize,,,,PLANNED,,21452.0,21452.0,False,,,False,B3
p6_dev,20260812,162,stage1_static_plan,planned_offer,F0192,F0192-P02,,groundnut,,,,PLANNED,,51119.0,51119.0,False,,,False,B3
p6_dev,20260812,163,stage1_static_plan,planned_offer,F0193,F0193-P01,,maize,,,,PLANNED,,83428.0,83428.0,False,,,False,B3
p6_dev,20260812,164,stage1_static_plan,planned_offer,F0193,F0193-P02,,maize,,,,PLANNED,,25520.0,25520.0,False,,,False,B3
p6_dev,20260812,165,stage1_static_plan,planned_offer,F0194,F0194-P01,,onion,,,,PLANNED,,54917.0,54917.0,False,,,False,B3
p6_dev,20260812,166,stage1_static_plan,planned_offer,F0195,F0195-P01,,soybean,,,,PLANNED,,10240.0,10240.0,False,,,False,B3
p6_dev,20260812,167,stage1_static_plan,planned_offer,F0198,F0198-P01,,soybean,,,,PLANNED,,8598.0,8598.0,False,,,False,B3
p6_dev,20260812,168,stage1_static_plan,planned_offer,F0200,F0200-P01,,pigeon_pea,,,,PLANNED,,1373.0,1373.0,False,,,False,B3
p6_dev,20260812,169,stage1_static_plan,planned_offer,F0201,F0201-P01,,onion,,,,PLANNED,,9258.0,9258.0,False,,,False,B3
p6_dev,20260812,170,stage1_static_plan,planned_offer,F0202,F0202-P01,,maize,,,,PLANNED,,5134.0,5134.0,False,,,False,B3
p6_dev,20260812,171,stage1_static_plan,planned_offer,F0202,F0202-P03,,maize,,,,PLANNED,,47908.0,47908.0,False,,,False,B3
p6_dev,20260812,172,stage1_static_plan,planned_offer,F0203,F0203-P01,,soybean,,,,PLANNED,,6588.0,6588.0,False,,,False,B3
p6_dev,20260812,173,stage1_static_plan,planned_offer,F0204,F0204-P01,,soybean,,,,PLANNED,,4173.0,4173.0,False,,,False,B3
p6_dev,20260812,174,stage1_static_plan,planned_offer,F0205,F0205-P01,,onion,,,,PLANNED,,125674.0,125674.0,False,,,False,B3
p6_dev,20260812,175,stage1_static_plan,planned_offer,F0205,F0205-P02,,sorghum,,,,PLANNED,,7812.0,7812.0,False,,,False,B3
p6_dev,20260812,176,stage1_static_plan,planned_offer,F0207,F0207-P02,,rice,,,,PLANNED,,630.0,630.0,False,,,False,B3
p6_dev,20260812,177,stage1_static_plan,planned_offer,F0208,F0208-P01,,soybean,,,,PLANNED,,1235.0,1235.0,False,,,False,B3
p6_dev,20260812,178,stage1_static_plan,planned_offer,F0211,F0211-P01,,rice,,,,PLANNED,,1663.0,1663.0,False,,,False,B3
p6_dev,20260812,179,stage1_static_plan,planned_offer,F0211,F0211-P02,,rice,,,,PLANNED,,798.0,798.0,False,,,False,B3
p6_dev,20260812,180,stage1_static_plan,planned_offer,F0211,F0211-P03,,rice,,,,PLANNED,,4521.0,4521.0,False,,,False,B3
p6_dev,20260812,181,stage1_static_plan,planned_offer,F0212,F0212-P01,,pigeon_pea,,,,PLANNED,,43771.0,43771.0,False,,,False,B3
p6_dev,20260812,182,stage1_static_plan,planned_offer,F0212,F0212-P02,,maize,,,,PLANNED,,1080.0,1080.0,False,,,False,B3
p6_dev,20260812,183,stage1_static_plan,planned_offer,F0213,F0213-P01,,onion,,,,PLANNED,,78806.0,78806.0,False,,,False,B3
p6_dev,20260812,184,stage1_static_plan,planned_offer,F0215,F0215-P01,,soybean,,,,PLANNED,,2135.0,2135.0,False,,,False,B3
p6_dev,20260812,185,stage1_static_plan,planned_offer,F0216,F0216-P01,,maize,,,,PLANNED,,7948.0,7948.0,False,,,False,B3
p6_dev,20260812,186,stage1_static_plan,planned_offer,F0216,F0216-P02,,sorghum,,,,PLANNED,,1839.0,1839.0,False,,,False,B3
p6_dev,20260812,187,stage1_static_plan,planned_offer,F0219,F0219-P01,,sorghum,,,,PLANNED,,8724.0,8724.0,False,,,False,B3
p6_dev,20260812,188,stage1_static_plan,planned_offer,F0220,F0220-P02,,maize,,,,PLANNED,,10014.0,10014.0,False,,,False,B3
p6_dev,20260812,189,stage1_static_plan,planned_offer,F0221,F0221-P01,,soybean,,,,PLANNED,,1973.0,1973.0,False,,,False,B3
p6_dev,20260812,190,stage1_static_plan,planned_offer,F0222,F0222-P04,,groundnut,,,,PLANNED,,273730.0,273730.0,False,,,False,B3
p6_dev,20260812,191,stage1_static_plan,planned_offer,F0227,F0227-P01,,rice,,,,PLANNED,,2327.0,2327.0,False,,,False,B3
p6_dev,20260812,192,stage1_static_plan,planned_offer,F0228,F0228-P01,,maize,,,,PLANNED,,8372.0,8372.0,False,,,False,B3
p6_dev,20260812,193,stage1_static_plan,planned_offer,F0230,F0230-P01,,maize,,,,PLANNED,,16511.0,16511.0,False,,,False,B3
