seed,lambda,status,optimal,failed_stage,runtime_s,planned_cash,initial_realized_cash,recommended_revised_cash,final_realized_cash,final_vs_planned_ratio,changed_soft_area,soft_lock_area,disruption_rate
908270,0.05,Optimal,True,,13.48327630001586,13124941.0,10847412.0,11591490.0,11462398.0,0.8733294877287449,1.1,95.2,0.011554621848739496
908270,0.1,Optimal,True,,13.456198200001381,13124941.0,10847412.0,11591490.0,11462398.0,0.8733294877287449,1.1,95.2,0.011554621848739496
908270,0.25,Optimal,True,,12.968313400022453,13124941.0,10847412.0,11576433.0,11447341.0,0.8721822825717845,0.5,95.2,0.005252100840336134
908270,0.5,Optimal,True,,13.50369209999917,13124941.0,10847412.0,11576433.0,11447341.0,0.8721822825717845,0.5,95.2,0.005252100840336134
908270,1.0,Optimal,True,,13.539967399992747,13124941.0,10847412.0,11535554.0,11423470.0,0.8703635315389228,0.0,95.2,0.0
947906,0.0,Optimal,True,,18.400089800008573,11365265.0,9187238.0,10105486.0,10024205.0,0.8820036312395707,5.8,91.8,0.06318082788671024
947906,0.05,Optimal,True,,18.51963789999718,11365265.0,9187238.0,10096135.0,10014854.0,0.8811808611589786,2.9,91.8,0.03159041394335512
947906,0.1,Optimal,True,,18.555618000013055,11365265.0,9187238.0,10096135.0,10014854.0,0.8811808611589786,2.9,91.8,0.03159041394335512
947906,0.25,Optimal,True,,18.514756199991098,11365265.0,9187238.0,10046705.0,9980446.0,0.8781533910559939,0.9,91.8,0.00980392156862745
947906,0.5,Optimal,True,,18.694194299983792,11365265.0,9187238.0,10010199.0,9943940.0,0.8749413234095289,0.5,91.8,0.0054466230936819175
947906,1.0,Optimal,True,,18.580954000004567,11365265.0,9187238.0,9960723.0,9894464.0,0.8705880593193384,0.0,91.8,0.0
