seed,condition,b1_status,b1_cash_planned,b2_status,b2_cash_planned,b3_status,b3_cash_planned,proposed_status,proposed_optimal,proposed_failed_stage,proposed_planned_cash,proposed_initial_realized_cash,proposed_recommended_revised_cash,proposed_final_realized_cash,final_vs_planned_ratio,final_vs_recommended_ratio,consent_coverage_final,reopt_status,conc_status
750647,UR,Optimal,16109836.0,Optimal,15671889.0,Optimal,14906075.0,,True,,14906075.0,12057268.0,14019558.0,13687855.0,0.9182735897947649,0.9763399816171094,1.0,Optimal,Optimal
750647,UW,Optimal,17789856.0,Optimal,16670191.0,Optimal,15858192.0,,True,,15858192.0,13541465.0,15281148.0,15117794.0,0.953311323258036,0.9893100963356941,1.0,Optimal,Optimal
80120,U0,Optimal,14300483.0,Optimal,13148064.0,Optimal,12493200.0,,True,,12493200.0,10522767.0,11656865.0,11486150.0,0.9193921493292351,0.985354981806858,1.0,Optimal,Optimal
80120,UJ,Optimal,13286712.0,Optimal,12258463.0,Optimal,11650183.0,,True,,11650183.0,9533219.0,10728909.0,10550417.0,0.9056009678131236,0.9833634528916221,1.0,Optimal,Optimal
80120,UM,Optimal,15950521.0,Optimal,14363664.0,Optimal,13649507.0,,True,,13649507.0,11296062.0,12756568.0,12534750.0,0.9183298708151144,0.9826114672849312,1.0,Optimal,Optimal
80120,UP,Optimal,12931954.0,Optimal,11893260.0,Optimal,11301110.0,,True,,11301110.0,9171287.0,10582096.0,10501950.0,0.929284822464342,0.9924262641351959,1.0,Optimal,Optimal
80120,UR,Optimal,12953781.0,Optimal,12167610.0,Optimal,11559541.0,,True,,11559541.0,9456229.0,10562562.0,10408799.0,0.9004508916054712,0.985442641662127,1.0,Optimal,Optimal
80120,UW,Optimal,14559352.0,Optimal,13406933.0,Optimal,12736749.0,Infeasible,False,proposed.reopt_phase3,,,,,,,,,
803466,U0,Optimal,17924836.0,Optimal,16485337.0,Optimal,15661322.0,,True,,15661322.0,12318682.0,13853897.0,13812434.0,0.8819455982068436,0.9970071236995627,1.0,Optimal,Optimal
803466,UJ,Optimal,15117112.0,Optimal,14311342.0,Optimal,13605432.0,,True,,13605432.0,10794276.0,12357002.0,12294794.0,0.9036680349436902,0.9949657692051842,1.0,Optimal,Optimal
803466,UM,Optimal,18846351.0,Optimal,17512525.0,Optimal,16645562.0,,True,,16645562.0,12899059.0,14828629.0,14721192.0,0.8843914071510472,0.992754758379888,1.0,Optimal,Optimal
803466,UP,Optimal,15343649.0,Optimal,13952948.0,Optimal,13255312.0,,True,,13255312.0,9935168.0,11523609.0,11468775.0,0.8652210525108727,0.9952415948857689,1.0,Optimal,Optimal
803466,UR,Optimal,16587778.0,Optimal,15784780.0,Optimal,14998691.0,,True,,14998691.0,11976258.0,13089880.0,13027947.0,0.8686056003153875,0.9952686350065852,1.0,Optimal,Optimal
803466,UW,Optimal,17949931.0,Optimal,16510432.0,Optimal,15685506.0,,True,,15685506.0,12518639.0,13893368.0,13838434.0,0.8822433908093242,0.9960460271404313,1.0,Optimal,Optimal
870215,U0,Optimal,16601235.0,Optimal,16014780.0,Optimal,15214456.0,,True,,15214456.0,12559908.0,14036264.0,13952455.0,0.9170525058536434,0.9940291091703605,1.0,Optimal,Optimal
870215,UJ,Optimal,12913501.0,Optimal,12453458.0,Optimal,11832441.0,,True,,11832441.0,9892752.0,10986605.0,10891926.0,0.920513865228654,0.9913823242029726,1.0,Optimal,Optimal
870215,UM,Optimal,15583652.0,Optimal,14948990.0,Optimal,14201721.0,,True,,14201721.0,11679387.0,12934273.0,12863338.0,0.9057590977882187,0.9945157335089494,1.0,Optimal,Optimal
870215,UP,Optimal,14976809.0,Optimal,14300627.0,Optimal,13586958.0,,True,,13586958.0,11130604.0,12607233.0,12523424.0,0.9217239061164391,0.9933523081551677,1.0,Optimal,Optimal
870215,UR,Optimal,15354624.0,Optimal,15038913.0,Optimal,14287504.0,,True,,14287504.0,12014079.0,13709063.0,13510698.0,0.9456303914245623,0.9855303750518909,1.0,Optimal,Optimal
870215,UW,Optimal,16601235.0,Optimal,16014781.0,Optimal,15216014.0,,True,,15216014.0,12499318.0,14004101.0,13893998.0,0.9131167991827558,0.9921378030621173,1.0,Optimal,Optimal
885219,U0,Optimal,17428939.0,Optimal,17152116.0,Optimal,16331308.0,,True,,16331308.0,11927901.0,14102694.0,13932943.0,0.8531431162770305,0.9879632217787608,1.0,Optimal,Optimal
885219,UJ,Optimal,14466711.0,Optimal,14299901.0,Optimal,13585097.0,,True,,13585097.0,10541349.0,11949724.0,11815431.0,0.8697347541942468,0.9887618324908592,1.0,Optimal,Optimal
885219,UM,Optimal,18853433.0,Optimal,18537056.0,Optimal,17610293.0,,True,,17610293.0,13061872.0,14702203.0,14592307.0,0.8286237486224676,0.9925252018353984,1.0,Optimal,Optimal
885219,UP,Optimal,14043022.0,Optimal,13813145.0,Optimal,13131038.0,,True,,13131038.0,10701392.0,11649456.0,11516586.0,0.8770506946975555,0.9885943171938673,1.0,Optimal,Optimal
885219,UR,Optimal,16719066.0,Optimal,16548478.0,Optimal,15725605.0,,True,,15725605.0,12284715.0,14249555.0,14122574.0,0.8980623638963334,0.991088774351199,1.0,Optimal,Optimal
885219,UW,Optimal,17444528.0,Optimal,17167719.0,Optimal,16321444.0,,True,,16321444.0,12068809.0,14190596.0,14022298.0,0.8591334198126097,0.9881401739574575,1.0,Optimal,Optimal
908270,U0,Optimal,13853053.0,Optimal,13814152.0,Optimal,13124941.0,,True,,13124941.0,10847412.0,11591490.0,11462398.0,0.8733294877287449,0.9888632091301464,1.0,Optimal,Optimal
908270,UJ,Optimal,11647014.0,Optimal,11390452.0,Optimal,10828845.0,,True,,10828845.0,9241237.0,9855664.0,9668951.0,0.8928884844136193,0.9810552591890308,1.0,Optimal,Optimal
908270,UM,Optimal,13758794.0,Optimal,13652741.0,Optimal,12970582.0,,True,,12970582.0,10648937.0,11422372.0,11241680.0,0.866705904176081,0.9841808689123415,1.0,Optimal,Optimal
908270,UP,Optimal,12097031.0,Optimal,12039574.0,Optimal,11445503.0,,True,,11445503.0,9464524.0,10184483.0,9984971.0,0.8723925021032278,0.9804101985343783,1.0,Optimal,Optimal
908270,UR,Optimal,12698722.0,Optimal,12698722.0,Optimal,12066196.0,,True,,12066196.0,9989356.0,10679476.0,10528650.0,0.872574090458998,0.9858770224306885,1.0,Optimal,Optimal
908270,UW,Optimal,14596470.0,Optimal,13866407.0,Optimal,13175271.0,,True,,13175271.0,11333758.0,12306537.0,12136716.0,0.9211739174093648,0.9862007484315043,1.0,Optimal,Optimal
947906,U0,Optimal,12609689.0,Optimal,11951722.0,Optimal,11365265.0,,True,,11365265.0,9187238.0,10096135.0,10014854.0,0.8811808611589786,0.9919492954482086,1.0,Optimal,Optimal
947906,UJ,Optimal,10211979.0,Optimal,10028494.0,Optimal,9541348.0,,True,,9541348.0,7960562.0,8608520.0,8571002.0,0.8983009528632642,0.9956417595591345,1.0,Optimal,Optimal
947906,UM,Optimal,12129472.0,Optimal,11639978.0,Optimal,11065355.0,,True,,11065355.0,8780425.0,9662847.0,9554959.0,0.8635022554631099,0.9888347606041987,1.0,Optimal,Optimal
947906,UP,Optimal,11001390.0,Optimal,10530385.0,Optimal,10073139.0,,True,,10073139.0,8002586.0,8915120.0,8868855.0,0.8804460059570308,0.9948105017094554,1.0,Optimal,Optimal
947906,UR,Optimal,12124623.0,Optimal,11633681.0,Optimal,11056687.0,,True,,11056687.0,9119479.0,10340573.0,10041416.0,0.9081758396525107,0.9710695915980672,1.0,Optimal,Optimal
947906,UW,Optimal,12609689.0,Optimal,11951722.0,Optimal,11365265.0,,True,,11365265.0,9187238.0,10096135.0,10014854.0,0.8811808611589786,0.9919492954482086,1.0,Optimal,Optimal
